"","title","author","path","date","response"
"909","[<U+8A0E><U+8AD6>] <U+963F><U+90E8><U+5BEC><U+6FC0><U+7626>11<U+516C><U+65A4><U+9839><U+5EE2><U+6F14><U+51FA>«<U+8C54><U+4E4B><U+591C>»","nerve333","/bbs/movie/M.1371465220.A.98E.html"," 6/17",""
"910","Re: [<U+9592><U+804A>] <U+6700><U+731B><U+6700><U+5F37><U+7684><U+8D85><U+7D1A><U+82F1><U+96C4>","MacBookProR","/bbs/movie/M.1371466470.A.4DF.html"," 6/17","13"
"911","Re: [<U+8A0E><U+8AD6>] «<U+7F8E><U+570B><U+968A><U+9577>2»<U+5168><U+65B0><U+5236><U+670D>&<U+9ED1><U+5BE1><U+5A66><U+6012><U+8E22><U+5DF4><U+5947>","REDBLUEr","/bbs/movie/M.1371467918.A.1FC.html"," 6/17","1"
"912","Re: [<U+666E><U+96F7><U+5C0F><U+8A55>] <U+8D85><U+4EBA>,<U+6211><U+5FC3><U+76EE><U+4E2D><U+7684><U+67E5><U+514B>·<U+53F2><U+5948><U+5FB7>(?)","wtsph","/bbs/movie/M.1371468158.A.6DF.html"," 6/17","2"
"913","[<U+554F><U+7247>]<U+6CD5><U+570B><U+7247><U+7537><U+4E3B><U+89D2><U+5468><U+65CB><U+5728><U+591A><U+4F4D><U+5973><U+4E3B><U+89D2>","scottlin","/bbs/movie/M.1371470198.A.CD4.html"," 6/17","4"
"914","[<U+65B0><U+805E>] <U+88D8><U+8389><U+57F7><U+5C0E><U+65B0><U+96FB><U+5F71> <U+7537><U+4E3B><U+89D2><U+4EBA><U+9078><U+51FA><U+7210>","tomford","/bbs/movie/M.1371471911.A.3AB.html"," 6/17","5"
"915","[<U+7279><U+7D1A><U+7206><U+70B8><U+5927><U+721B><U+96F7>] <U+7F8A><U+7537><U+7684><U+8FF7><U+5BAE>--<U+7121><U+6B62><U+76E1><U+7684><U+5E7B><U+60F3> ","WanHsuan1208","/bbs/movie/M.1371472228.A.3A7.html"," 6/17","X2"
"916","[<U+65B0><U+805E>] <U+9678>4<U+5E74><U+5167><U+6210><U+6700><U+5927><U+96FB><U+5F71><U+5E02><U+5834>","iam168888888","/bbs/movie/M.1371473877.A.DDF.html"," 6/17",""
"917","[<U+5C08><U+984C>] <U+9280><U+5E55><U+88AB><U+65AC><U+4E94><U+842C><U+6B21> <U+798F><U+672C><U+6E05><U+4E09><U+70BA><U+6B7B><U+800C><U+751F>","Quiff","/bbs/movie/M.1371474618.A.C7C.html"," 6/17","8"
"918","[<U+8A0E><U+8AD6>] <U+5927><U+9B27><U+5929><U+5BAE>","spirit761127","/bbs/movie/M.1371475887.A.D0B.html"," 6/17","1"
"919","[<U+597D><U+96F7>] <U+8D85><U+4EBA>-<U+92FC><U+9435><U+82F1><U+96C4>","imac5780","/bbs/movie/M.1371476083.A.F88.html"," 6/17","8"
"920","[<U+6709><U+96F7>] <U+92FC><U+9435><U+82F1><U+96C4>:<U+4FE1><U+5FF5><U+5C0B><U+627E><U+4E2D>","aliylsh","/bbs/movie/M.1371476598.A.50B.html"," 6/17","17"
"921","[<U+597D><U+597D><U+96F7>] <U+516C><U+52D9><U+54E1><U+73FE><U+5F62><U+8A18>--<U+5BD2><U+6230>","tyltyl95","/bbs/movie/M.1371478514.A.D3D.html"," 6/17","16"
"922","[<U+554F><U+7247>] <U+60F3><U+8ACB><U+554F><U+4E00><U+90E8><U+95DC><U+9375><U+5B57>""<U+61C9><U+5FB5>""""<U+6BBA><U+4EBA>""","horse312","/bbs/movie/M.1371479225.A.DC2.html"," 6/17","5"
"923","[<U+8ACB><U+76CA>] <U+7D55><U+5730><U+518D><U+751F><U+914D><U+6A02>","ZnO","/bbs/movie/M.1371479402.A.57E.html"," 6/17",""
"924","[<U+8CA0><U+96F7>] <U+8D85><U+7D1A><U+6230><U+8266>","ypeople","/bbs/movie/M.1371479990.A.17C.html"," 6/17","11"
"925","[<U+8CA0><U+96F7>] <U+671F><U+5F85><U+904E><U+5269><U+7684><U+92FC><U+9435><U+8D85><U+4EBA> ","jacky66666","/bbs/movie/M.1371480368.A.D19.html"," 6/17","29"
"926","[<U+597D><U+96F7>] <U+92FC><U+9435><U+82F1><U+96C4><U+7684><U+7B2C><U+4E8C><U+6B21><U+89C0><U+5F71><U+5FC3><U+5F97>","t13thbc","/bbs/movie/M.1371480591.A.149.html"," 6/17","7"
"927","[<U+8A0E><U+8AD6>] <U+5C01><U+706B><U+7DDA><U+597D><U+770B><U+55CE>???","YODA88","/bbs/movie/M.1371480707.A.73D.html"," 6/17","3"
"928","[<U+7121><U+96F7>] <U+8D85><U+4EBA>-<U+92FC><U+9435><U+82F1><U+96C4> ","chung8","/bbs/movie/M.1371481178.A.A9B.html"," 6/17","5"
"929","[<U+8A0E><U+8AD6>]<U+99AE><U+8FEA><U+7D22>Riddick<U+3010><U+8D85><U+4E16><U+7D00><U+6230><U+8B66>3<U+3011><U+65B0><U+9810><U+544A>","tkuaaa","/bbs/movie/M.1371481359.A.0B2.html"," 6/17","13"
"930","[<U+554F><U+7247>] <U+7F8E><U+5F0F><U+8DB3><U+7403><U+56DE><U+5230><U+904E><U+53BB>","Comebuy","/bbs/movie/M.1371482138.A.B97.html"," 6/17",""
"931","[<U+65B0><U+805E>]<U+4F0A><U+68EE><U+970D><U+514B><U+3010><U+5E0C><U+81D8><U+3011><U+88F8><U+9AD4><U+7576><U+4E9E><U+7576>,<U+6458><U+8543><U+8304><U+7576><U+7981><U+679C>","kkaicd1","/bbs/movie/M.1371482631.A.8FF.html"," 6/17",""
"932","[<U+60C5><U+5831>]<U+3010><U+611B><U+5728><U+5348><U+591C><U+5E0C><U+81D8><U+6642><U+3011><U+5317><U+7F8E><U+6232><U+9662><U+66B4><U+589E>180<U+500D><U+806F><U+6620>","kkaicd1","/bbs/movie/M.1371482960.A.A8A.html"," 6/17","7"
"933","[<U+9078><U+7247>] <U+5FC3><U+9748><U+52C7><U+6C23>+<U+6A5F><U+5BC6><U+771F><U+76F8> v.s. <U+617E><U+8B00>+<U+5BBF><U+4E3B>","gaiaesque","/bbs/movie/M.1371483602.A.5C2.html"," 6/17","7"
"934","[<U+666E><U+96F7>]<U+6BAD><U+5C4D><U+54EA><U+6709><U+9019><U+9EBC><U+5E25> ","blackmmm","/bbs/movie/M.1371484183.A.03C.html"," 6/17","6"
"935","[<U+6709><U+96F7><U+8D85><U+4EBA>]Welcome to ""Planet"" ","Kitolu","/bbs/movie/M.1371484644.A.4C3.html"," 6/17","3"
"936","[<U+597D><U+96F7>] <<U+8D85><U+4EBA>:<U+92FC><U+9435><U+82F1><U+96C4>><U+9084><U+60F3><U+518D><U+770B><U+4E00><U+6B21>!! ","jhan","/bbs/movie/M.1371484839.A.F58.html"," 6/18","6"
"937","[<U+597D><U+96F7>]«<U+8D85><U+4EBA>:<U+92FC><U+9435><U+82F1><U+96C4>»<U+6210><U+70BA><U+5049><U+5927><U+524D><U+7684><U+81EA><U+6211><U+8A8D><U+540C> ","ivan0511","/bbs/movie/M.1371485098.A.93A.html"," 6/18","3"
"938","Re: [<U+7279><U+7D1A><U+7206><U+70B8><U+5927><U+721B><U+96F7>] <U+7F8A><U+7537><U+7684><U+8FF7><U+5BAE>--<U+7121><U+6B62><U+76E1><U+7684><U+5E7B><U+60F3> ","mindarla","/bbs/movie/M.1371487505.A.50C.html"," 6/18","1"
"939","[<U+597D><U+96F7>] <U+91CD><U+91D1><U+6416><U+6EFE><U+7537><U+7684><U+5947><U+7570><U+65C5><U+7A0B>","prc","/bbs/movie/M.1371487998.A.1D5.html"," 6/18","2"
"940","[<U+8A0E><U+8AD6>] <U+8DDF><U+54F2><U+5B78><U+76F8><U+95DC><U+7684><U+8D85><U+4EBA><U+5287><U+60C5>(<U+6709><U+96F7> <U+614E><U+5165>)","liusim","/bbs/movie/M.1371488156.A.8DB.html"," 6/18","8"
"941","Re: [<U+8CA0><U+96F7>] <U+8166><U+7537>","XBUCKXMR","/bbs/movie/M.1371488640.A.0B3.html"," 6/18","7"
"942","[<U+8ACB><U+76CA>] becomes the color","kkben","/bbs/movie/M.1371488650.A.43A.html"," 6/18",""
"943","[<U+8A0E><U+8AD6>] <U+8D85><U+4EBA>:<U+92FC><U+9435><U+82F1><U+96C4> <U+5E1D><U+570B><U+96DC><U+8A8C><U+8A2A><U+8AC7>(<U+96F7>)","alljerry04","/bbs/movie/M.1371490600.A.D2F.html"," 6/18","5"
"944","[<U+8A0E><U+8AD6>] <U+53F2><U+4E0A><U+6700><U+5F37><U+914D><U+6A02>","miabcd199","/bbs/movie/M.1371491139.A.EB5.html"," 6/18","97"
"945","[<U+597D><U+96F7>] <U+8166><U+7537>(<U+5167><U+6709><U+96F7>) ","jpd","/bbs/movie/M.1371491521.A.6AE.html"," 6/18","6"
"946","[<U+504F><U+597D><U+96F7>] <U+8D85><U+4EBA>:<U+92FC><U+9435><U+82F1><U+96C4> ","lowl99","/bbs/movie/M.1371492253.A.314.html"," 6/18","14"
"947","[<U+554F><U+7247>]<U+4E00><U+500B><U+7CBE><U+901A><U+97F3><U+6A02><U+7684><U+5C0F><U+5B69>","mavs2kidd","/bbs/movie/M.1371492294.A.674.html"," 6/18","8"
"948","[<U+554F><U+7247>] <U+4E00><U+90E8><U+9A5A><U+609A><U+7247> <U+95DC><U+65BC><U+5C4B><U+5B50><U+51FA><U+4E0D><U+53BB><U+7684>....","k12151215","/bbs/movie/M.1371495047.A.B87.html"," 6/18","14"
"949","[<U+8A0E><U+8AD6>] <U+8718><U+86DB><U+4EBA>:<U+9A5A><U+5947><U+518D><U+8D77><U+7E8C><U+96C6>""<U+5011>""<U+4E0A><U+6620><U+6642><U+9593><U+78BA><U+8A8D>","alljerry04","/bbs/movie/M.1371497403.A.07B.html"," 6/18","8"
"950","[<U+597D><U+96F7>] <U+8D85><U+4EBA>:<U+92FC><U+9435><U+82F1><U+96C4> Zack Snyder<U+5C31><U+662F><U+9019><U+6A23> ","cappa","/bbs/movie/M.1371497823.A.812.html"," 6/18","5"
"951","Re: [<U+8A0E><U+8AD6>] <U+53F2><U+4E0A><U+6700><U+5F37><U+914D><U+6A02>","oliverscome","/bbs/movie/M.1371515132.A.707.html"," 6/18","10"
"952","[<U+65B0><U+805E>] <U+5168><U+7F8E><U+5468><U+672B><U+96FB><U+5F71><U+7968><U+623F>(6/15-6/17) <U+8D85><U+4EBA><U+767C><U+5A01>!","DORABMON","/bbs/movie/M.1371517785.A.A1C.html"," 6/18","10"
"953","[<U+82B1><U+7D6E>] Man of Steel - Soldier of Steel 4","REDBLUEr","/bbs/movie/M.1371518596.A.032.html"," 6/18","8"
"954","[<U+8A0E><U+8AD6>] «<U+54C8><U+6BD4><U+4EBA>:<U+8352><U+8C37><U+60E1><U+9F8D>»<U+5E55><U+5F8C><U+7247><U+5834><U+6436><U+5148><U+770B>","northoslo","/bbs/movie/M.1371522426.A.EEE.html"," 6/18",""
"955","[<U+8A0E><U+8AD6>] <U+8D85><U+4EBA><U+5927><U+6230><U+7D22><U+723E><U+7684><U+77ED><U+7247>","Aliensoul","/bbs/movie/M.1371524117.A.AAD.html"," 6/18","8"
"956","Re: [<U+554F><U+7247>] <U+4E00><U+90E8><U+9A5A><U+609A><U+7247> <U+95DC><U+65BC><U+5C4B><U+5B50><U+51FA><U+4E0D><U+53BB><U+7684>....","memecuteee","/bbs/movie/M.1371526884.A.258.html"," 6/18","3"
"957","[<U+8A0E><U+8AD6>]<U+3010><U+99ED><U+9AA8><U+4E4B><U+57CE><U+3011><U+65B0><U+9810><U+544A> <U+8389><U+8389><U+67EF><U+6797><U+65AF>x<U+9AD8><U+4EE5><U+7FD4>","tkuaaa","/bbs/movie/M.1371528916.A.3FE.html"," 6/18","7"
"958","[<U+8A0E><U+8AD6>] <U+54E5><U+5409><U+62C9><U+300C><U+5C4C><U+7206><U+4FE0><U+300D><U+5236><U+670D><U+7247><U+5834><U+7167><U+66DD><U+5149>","northoslo","/bbs/movie/M.1371532193.A.463.html"," 6/18","14"
"959","[<U+96F7><U+5427>]<U+5730><U+7403><U+904E><U+5F8C> ","FatRong","/bbs/movie/M.1371532364.A.78A.html"," 6/18",""
"960","Re: [<U+554F><U+7247>] <U+4E00><U+90E8><U+9A5A><U+609A><U+7247> <U+95DC><U+65BC><U+5C4B><U+5B50><U+51FA><U+4E0D><U+53BB><U+7684>....","aaadaaa","/bbs/movie/M.1371535559.A.860.html"," 6/18",""
"961","[<U+8ACB><U+76CA>] <U+5E36><U+5973><U+751F><U+770B><U+51FA><U+795E><U+5165><U+5316><U+9069><U+5408><U+55CE>?","cazy328","/bbs/movie/M.1371535648.A.8DA.html"," 6/18","44"
"962","Re: [<U+9592><U+804A>] <U+6700><U+731B><U+6700><U+5F37><U+7684><U+8D85><U+7D1A><U+82F1><U+96C4>","benbenqq","/bbs/movie/M.1371536393.A.DA3.html"," 6/18","8"
"963","Re: [<U+8A0E><U+8AD6>] <U+53F2><U+4E0A><U+6700><U+5F37><U+914D><U+6A02>","ianpanda0406","/bbs/movie/M.1371538024.A.A4C.html"," 6/18","12"
"964","[<U+597D><U+96F7>] <U+5F88><U+68D2><U+7684><U+8D85><U+4EBA><U+4E0D><U+600E><U+9EBC><U+6A23><U+7684>4DX","jujubobo","/bbs/movie/M.1371539663.A.AE1.html"," 6/18","1"
"965","[<U+8D08><U+7968>] «<U+795E><U+5077><U+5976><U+7238>2»<U+96FB><U+5F71><U+9996><U+8F2A><U+4EA4><U+63DB><U+5377><U+8D08><U+7968>","inpudding","/bbs/movie/M.1371539676.A.687.html"," 6/18",""
"966","Re: [<U+8A0E><U+8AD6>] <U+53F2><U+4E0A><U+6700><U+5F37><U+914D><U+6A02>","ngalay","/bbs/movie/M.1371540393.A.EE1.html"," 6/18","9"
"967","[<U+8A0E><U+8AD6>] <U+842C><U+60E1><U+57CE><U+5E02>2<U+5EF6><U+5230>2014<U+5E74><U+4E0A><U+6620>","beckseaton","/bbs/movie/M.1371542166.A.889.html"," 6/18","10"
"968","[<U+8A0E><U+8AD6>] <U+6E05><U+5927><U+591C><U+8C93><U+5B50><U+96FB><U+5F71><U+9662> <U+4E9E><U+502B><U+96F7><U+5948><U+5F71><U+5C55>x<U+6620><U+5F8C><U+5EA7><U+8AC7>","whyiknowu","/bbs/movie/M.1371544564.A.1E6.html"," 6/18","3"
"969","[<U+8ACB><U+76CA>] <U+53DB><U+5C07><U+98A8><U+96F2><U+88E1><U+9762><U+7684><U+53F0><U+8A5E>","FJHS","/bbs/movie/M.1371546341.A.2E5.html"," 6/18",""
"970","[<U+65B0><U+805E>]<U+8AB0><U+6F14><U+8DEF><U+745F><U+FF1F><U+82F1><U+7DB2><U+7AD9><U+70BA><U+3010><U+92FC><U+9435><U+82F1><U+96C4>2<U+3011><U+5C0B><U+8993><U+53CD><U+6D3E><U+4EBA><U+9078>","kevinhft","/bbs/movie/M.1371546406.A.FE5.html"," 6/18","50"
"971","[<U+597D><U+96F7>] <U+6BBA><U+5BA2><U+540C><U+840C>--<U+7206><U+4E73><U+77ED><U+88D9><U+6C34><U+624B><U+670D><U+4E4B><U+5916>","jubilee","/bbs/movie/M.1371546539.A.7E8.html"," 6/18","40"
"972","[<U+8ACB><U+76CA>] Dorian Gray <U+7684><U+914D><U+6A02>","Abajohn","/bbs/movie/M.1371546737.A.068.html"," 6/18",""
"973","[<U+8ACB><U+76CA>] <U+6642><U+6642><U+523B><U+523B>","TerryGou","/bbs/movie/M.1371550509.A.717.html"," 6/18","4"
"974","[<U+597D><U+96F7>] [<U+8D08><U+7968>] <U+6DD2><U+53B2><U+4EBA><U+59BB> ","kinple","/bbs/movie/M.1371550830.A.358.html"," 6/18","<U+7206>"
"975","[<U+8A0E><U+8AD6>] <U+840A><U+6069><U+96F7><U+8AFE><U+65AF><U+8FAD><U+6F14>«<U+6642><U+7A7A><U+82F1><U+8C6A>»<U+91CD><U+958B><U+6A5F><U+4E4B><U+4F5C>","nerve333","/bbs/movie/M.1371551531.A.FD4.html"," 6/18","8"
"976","[<U+8F49><U+9304>] «<U+9A0E><U+52D5><U+4EBA><U+751F>»<U+8A66><U+7247><U+6703><U+89C0><U+8CDE><U+5FC3><U+5F97>","hot5566","/bbs/movie/M.1371553109.A.778.html"," 6/18",""
"977","[<U+65B0><U+805E>] <U+53F0><U+5F71><U+7247><U+7372><U+7279><U+62C9><U+7DAD><U+592B><U+5F71><U+5C55><U+5927><U+734E>","iam168888888","/bbs/movie/M.1371553739.A.A19.html"," 6/18","1"
"978","Re: [<U+8A0E><U+8AD6>] <U+53F2><U+4E0A><U+6700><U+5F37><U+914D><U+6A02>","wl00553953","/bbs/movie/M.1371555548.A.B66.html"," 6/18","8"
"979","[<U+597D><U+96F7>] BARFI! <U+6200><U+6200><U+5927><U+5409><U+5DBA>-<U+5BF6><U+840A><U+5862><U+5F0F>«<U+624B><U+672D><U+60C5><U+7DE3>»","Surich","/bbs/movie/M.1371557392.A.642.html"," 6/18","3"
"980","[<U+554F><U+7247>] <U+4E00><U+7537><U+4E00><U+5973><U+7684><U+9003><U+4EA1> <U+9215><U+6263><U+6389><U+5728><U+6C34><U+6E9D><U+88E1>","kaitokaito","/bbs/movie/M.1371558139.A.3BA.html"," 6/18","1"
"981","[<U+8A0E><U+8AD6>]<U+3010><U+5927><U+9B27><U+5929><U+5BAE><U+3011><U+9810><U+544A> <U+5468><U+6F64><U+767C>x<U+7504><U+5B50><U+4E39>x<U+90ED><U+5BCC><U+57CE>","tkuaaa","/bbs/movie/M.1371558168.A.4D0.html"," 6/18","13"
"982","[<U+597D><U+96F7>]<U+672B><U+65E5><U+4E4B><U+6230>(World War Z) ","yvonnewnm","/bbs/movie/M.1371560142.A.62C.html"," 6/18","13"
"983","[<U+8A0E><U+8AD6>] <U+7981><U+6B62><U+8A62><U+554F><U+5E38><U+898B><U+7247><U+55AE>","solomn","/bbs/movie/M.1371560471.A.AD6.html"," 6/18","3"
"984","[<U+8A0E><U+8AD6>] <U+300C><U+7279><U+653B><U+806F><U+76DF>2<U+300D><U+65B0><U+9810><U+544A>","beckseaton","/bbs/movie/M.1371560683.A.84E.html"," 6/18","14"
"985","[<U+597D><U+96F7>] <U+51FA><U+795E><U+5165><U+5316> Now You See Me  ","endlessfly","/bbs/movie/M.1371563129.A.6EE.html"," 6/18","6"
"986","[<U+666E><U+96F7>]  <U+8D85><U+4EBA>:<U+92FC><U+9435><U+82F1><U+96C4><U+3002><U+8AAA><U+597D><U+7684><U+7D05><U+5167><U+8932><U+5462><U+FF1F>","shoubay","/bbs/movie/M.1371565072.A.72F.html"," 6/18",""
"987","[<U+666E><U+96F7>] <U+672B><U+65E5><U+4E4B><U+6230>(Z<U+6230>) - <U+9032><U+64CA><U+7684><U+6D3B><U+6B7B><U+4EBA>","ivan0404c","/bbs/movie/M.1371565917.A.0AE.html"," 6/18","70"
"988","Re: [<U+8A0E><U+8AD6>] <U+53F2><U+4E0A><U+6700><U+5F37><U+914D><U+6A02>","FFAF","/bbs/movie/M.1371568646.A.929.html"," 6/18","5"
"989","[<U+8ACB><U+76CA>] <U+6642><U+9593><U+8FF4><U+65CB><U+9084><U+6709><U+8981><U+62CD><U+55CE><U+FF1F>","sophia1993","/bbs/movie/M.1371569296.A.58E.html"," 6/18","17"
"990","[<U+666E><U+96F7>] <U+9802><U+5C16><U+5C0D><U+6C7A><U+7591><U+554F>","hwangboy","/bbs/movie/M.1371569722.A.754.html"," 6/18","13"
"991","Re: [<U+666E><U+96F7>] <U+9802><U+5C16><U+5C0D><U+6C7A><U+7591><U+554F>","Ting1024","/bbs/movie/M.1371570366.A.173.html"," 6/18","6"
"992","[<U+60C5><U+5831>] «<U+5931><U+9B42>»<U+9996><U+64AD><U+6B63><U+5F0F><U+9810><U+544A>","jenny86179","/bbs/movie/M.1371570524.A.94F.html"," 6/18","5"
"993","[<U+554F><U+7247>] <U+95DC><U+65BC><U+4E00><U+500B><U+5C0F><U+5973><U+5B69><U+7684><U+7247><U+5B50>","durnak","/bbs/movie/M.1371570690.A.20E.html"," 6/18","2"
"994","[<U+65B0><U+805E>] <U+300C><U+85CD><U+8272><U+5C0F><U+7CBE><U+9748>2<U+300D><U+884C><U+92B7><U+7F6E><U+5165> <U+72C2><U+5438>1.5<U+5104><U+7F8E><U+5143>","sampsonlu919","/bbs/movie/M.1371571697.A.950.html"," 6/19","5"
"995","[<U+65B0><U+805E>] <U+6279><U+5831><U+5C0E><U+5931><U+8861><U+300C><U+5929><U+6A5F><U+300D><U+53F0><U+7063><U+9996><U+6620><U+558A><U+5361>","sampsonlu919","/bbs/movie/M.1371572408.A.634.html"," 6/19","17"
"996","[<U+554F><U+7247>] <U+5C0D><U+65E5><U+6297><U+6230><U+7684><U+7247>","vivian0778","/bbs/movie/M.1371572617.A.80F.html"," 6/19",""
"997","Re: [<U+666E><U+96F7>] <U+9802><U+5C16><U+5C0D><U+6C7A><U+7591><U+554F>","MOONY135","/bbs/movie/M.1371572655.A.370.html"," 6/19","2"
"998","[<U+65B0><U+805E>] <U+8766><U+7C73><U+FF1F><U+5927><U+660E><U+661F><U+4E5F><U+6703><U+6F14><U+9019><U+500B>?!","mart5301","/bbs/movie/M.1371572656.A.046.html"," 6/19",""
"999","[<U+554F><U+7247>] <U+4E00><U+90E8><U+5DE8><U+5927><U+6A5F><U+5668><U+4EBA><U+7684><U+5361><U+901A><U+96FB><U+5F71> (<U+5DF2><U+554F><U+5230>,<U+9435><U+5DE8><U+4EBA>)","bukkake0103","/bbs/movie/M.1371572945.A.8D0.html"," 6/19","11"
"1000","[<U+65B0><U+805E>] <U+5C0F><U+51FA><U+60E0><U+4ECB><U+9A5A><U+50B3><U+4E2D><U+5E74><U+5371><U+6A5F>,<U+9760><U+3010><U+65E5><U+8A18><U+3011><U+6551><U+4E8B><U+696D>","beesfactory","/bbs/movie/M.1371574177.A.592.html"," 6/19",""
"1001","Re: [<U+666E><U+96F7>] <U+9802><U+5C16><U+5C0D><U+6C7A><U+7591><U+554F>","Rusty99","/bbs/movie/M.1371574317.A.75D.html"," 6/19","3"
"1002","[<U+554F><U+7247>] <U+8ACB><U+554F><U+4E00><U+90E8><U+897F><U+6D0B><U+8001><U+7247>","ayumistory","/bbs/movie/M.1371575053.A.284.html"," 6/19","1"
"1003","[<U+597D><U+96F7>] <U+8D85><U+4EBA>:<U+92FC><U+9435><U+82F1><U+96C4> <U+7D14><U+5FC3><U+5F97><U+6587>","hwst","/bbs/movie/M.1371575192.A.4F4.html"," 6/19","17"
"1004","Re: [<U+666E><U+96F7>] <U+9802><U+5C16><U+5C0D><U+6C7A><U+7591><U+554F>","p587868","/bbs/movie/M.1371575954.A.627.html"," 6/19","4"
"1005","[<U+554F><U+7247>] <U+8ACB><U+554F><U+4E00><U+90E8><U+5ABD><U+5ABD><U+5E36><U+5C0F><U+5B69><U+706B><U+8ECA><U+65C5><U+884C><U+7684><U+96FB><U+5F71>(<U+6709><U+96F7>)","innervito","/bbs/movie/M.1371576797.A.FCB.html"," 6/19","1"
"1006","[<U+554F><U+7247>] <U+5F9E><U+5C0F><U+53D7><U+5230><U+773E><U+4EBA><U+4E0D><U+540C><U+5F85><U+9047><U+7684><U+96D9><U+80DE><U+80CE>","Lenore","/bbs/movie/M.1371577802.A.D06.html"," 6/19","8"
"1007","Re: [<U+666E><U+96F7>] <U+9802><U+5C16><U+5C0D><U+6C7A><U+7591><U+554F>","michaelch","/bbs/movie/M.1371579768.A.86D.html"," 6/19","10"
"1008","Re: [<U+554F><U+7247>] <U+4E00><U+90E8><U+9A5A><U+609A><U+7247> <U+95DC><U+65BC><U+5C4B><U+5B50><U+51FA><U+4E0D><U+53BB><U+7684>....","misschen","/bbs/movie/M.1371583608.A.BDF.html"," 6/19","4"
"1009","[<U+8CA0><U+96F7>] «<U+5730><U+7403><U+904E><U+5F8C>»-<U+8D85><U+8D8A><U+6050><U+61FC><U+4E4B><U+5F8C><U+662F><U+4EC0><U+9EBC>?","snell","/bbs/movie/M.1371583734.A.1CF.html"," 6/19","16"
"1010","[<U+7206><U+7B11><U+96F7>]«<U+6DD2><U+53B2><U+4EBA><U+59BB>»<U+6211><U+7684><U+8001><U+5A46><U+4E0D><U+662F><U+4EBA>!","bradcool","/bbs/movie/M.1371585119.A.384.html"," 6/19","6"
"1011","[<U+554F><U+7247>] <U+627E><U+4E00><U+90E8><U+60E1><U+9748>xx<U+7684><U+6050><U+6016><U+7247>","xantheholic","/bbs/movie/M.1371587709.A.62D.html"," 6/19","4"
"1012","[<U+8A0E><U+8AD6>] <U+6A02><U+9AD8><U+5927><U+96FB><U+5F71> <U+6B63><U+5F0F><U+9810><U+544A>","alljerry04","/bbs/movie/M.1371599231.A.5CE.html"," 6/19","9"
"1013","Re: [<U+597D><U+96F7>]<U+672B><U+65E5><U+4E4B><U+6230>(World War Z) ","kimisawa","/bbs/movie/M.1371602279.A.890.html"," 6/19","11"
"1014","[<U+554F><U+7247>] <U+4ECA><U+65E9>cinemax<U+7684>movie list hit","ayu9416","/bbs/movie/M.1371602738.A.8E0.html"," 6/19","4"
"1015","[<U+65B0><U+805E>] <U+6697><U+793A><U+300C><U+8D85><U+4EBA><U+300D><U+662F><U+4E0A><U+5E1D><U+FF1F> <U+65B0><U+7247><U+7968><U+623F><U+958B><U+7D05><U+76E4>","nvidia123","/bbs/movie/M.1371605690.A.4B2.html"," 6/19","22"
"1016","Re: [<U+666E><U+96F7>] <U+9802><U+5C16><U+5C0D><U+6C7A><U+7591><U+554F>","FallenAngelX","/bbs/movie/M.1371607726.A.71C.html"," 6/19","6"
"1017","[<U+8A0E><U+8AD6>]<U+3010>12<U+5E74><U+9ED1><U+5974><U+3011><U+66DD><U+5287><U+7167> <U+5C0F><U+5E03>x<U+9EA5><U+53EF><U+6CD5><U+65AF><U+8CD3><U+9054>xBC","tkuaaa","/bbs/movie/M.1371611455.A.DDC.html"," 6/19","10"
"1018","Re: [<U+666E><U+96F7>] <U+9802><U+5C16><U+5C0D><U+6C7A><U+7591><U+554F>","bl0418","/bbs/movie/M.1371611746.A.DFD.html"," 6/19",""
"1019","Re: [<U+666E><U+96F7>] <U+9802><U+5C16><U+5C0D><U+6C7A><U+7591><U+554F>","rogerhsu1121","/bbs/movie/M.1371613079.A.619.html"," 6/19","12"
"1020","[<U+7121><U+96F7><U+597D><U+8A55>] <U+6211><U+7684><U+6027><U+611B><U+516D><U+5802><U+8AB2>","cloudyhouse","/bbs/movie/M.1371614026.A.ED6.html"," 6/19",""
"1021","[<U+8A0E><U+8AD6>] <U+53F0><U+7063>MTV<U+5C08><U+8A2A><U+8D85><U+4EBA>Man of Steel<U+6F14><U+54E1><U+53CA><U+5C0E><U+6F14>","Wencube","/bbs/movie/M.1371615445.A.752.html"," 6/19","7"
"1022","[<U+8D08><U+7968>] <U+300C><U+6DD2><U+53B2><U+4EBA><U+59BB><U+300D><U+7279><U+6620><U+6703><U+8D08><U+7968>","cds","/bbs/movie/M.1371616457.A.4EF.html"," 6/19",""
"1023","[<U+8A0E><U+8AD6>] The Other Woman:<U+51F1><U+7279><U+963F><U+666E><U+9813><U+6027><U+611F><U+9732><U+534A><U+7403>","northoslo","/bbs/movie/M.1371621192.A.AF5.html"," 6/19","6"
"1024","[<U+597D><U+7121><U+96F7>] <U+5BE6><U+7FD2><U+5927><U+53D4> The Internship","nadoka","/bbs/movie/M.1371621529.A.2BF.html"," 6/19","1"
"1025","[<U+597D><U+96F7>] <U+807D><U+8AAA><U+6850><U+5CF6><U+9000><U+793E><U+4E86>","davidkid","/bbs/movie/M.1371623862.A.B00.html"," 6/19","5"
